E: [-2, 2]; rho* = 0.2, T = 22.5, N = 100, out of bounds = 2
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
0
-1e+08
0
1.09861
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
1.09861
0
0
0
0
0
0.693147
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
0.693147
-1e+08
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
-1e+08
1.38629
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
1.09861
0.693147
-1e+08
-1e+08
-1e+08
0.693147
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0.693147
-1e+08
0
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
0.693147
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
0.693147
-1e+08
0.693147
1.09861
0.693147
0
1.79176
-1e+08
0
-1e+08
-1e+08
-1e+08
0.693147
-1e+08
-1e+08
-1e+08
0
1.38629
-1e+08
1.60944
1.09861
0
-1e+08
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0.693147
0
-1e+08
-1e+08
0
1.38629
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
0.693147
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
-1e+08
-1e+08
0.693147
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
-1e+08
0
-1e+08
-1e+08
0
0.693147
-1e+08
-1e+08
0
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
-1e+08
